zpid,bed,bath,sqft,street,city,state,overview,images,price
2060250201,3,3.0,2184.0,Swanston Oak Ln,Sacramento,CA,"Welcome to Swanston Oak - an exclusive luxury new home development of only 8 semi-custom, high-design, high-energy, solar homes. This nearly 2,200 sq ft home includes up to 4 bedrooms and a fabulous bonus room open to your design. The lovely front porch invites you into a bright and open great room that overlooks the courtyard deck area. European kitchen with stainless appliances, an induction cook-top and walk-in pantry. There is a den/bedroom and large finished 3-car garage to complete this floor. Upstairs features the laundry-room, two-bedrooms, full bath, plus the primary bedroom suite and bathroom. Via a separate entrance is the 495 sq ft bonus room. The wonderful space provides the option of many different uses to suit your lifestyle! These super energy efficient homes feature solid foam wall insulation, raised foundation, and they are part of the SMUD solar farm so there is no equipment on the house. This development encourages neighborly interaction and is a new home community in the Land Park neighborhood offering all of the benefits of this special place. Schools, shopping, parks, location. Come make Swanston Oak your home today!",https://photos.zillowstatic.com/fp/da09102574085bfcc7c05dbaec3186d4-cc_ft_960.jpg https://photos.zillowstatic.com/fp/d78e656d23845eaa8916226ce264ef18-cc_ft_576.jpg https://photos.zillowstatic.com/fp/955c44bf0a2cf623524ac8ebb3244699-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e2ad0f277a10241719909358156335af-cc_ft_576.jpg https://photos.zillowstatic.com/fp/73d563e38125e414ff644c9d2023c43e-cc_ft_576.jpg,1.199
2060653609,2,2.0,1608.0,E Driftwood Dr,Long Beach,CA,"CORNER LOT LOCATION WITH GOOD SIZED FRONT PATIO.  EXTRA LONG CARPORT. FRESHLY PAINTED INSIDE AND OUT. NEWLEY TILED FLOORING AND CARPETEING. VAULTED CEILINGS IN LIVING ROOM WITH SKYLIGHT.  GORGEOUS ROCK FIREPLACE, WET BAR AREA WITH SINK.  2 BEDROOMS HAVE HUGE WALK IN CLOSETS. SPACIOUS LAUNDRY WITH FRESH PAINT AND TILE.  2 NEW DOUBLE GLASS SLIDING DOORS. BREAKFAST BAR IN KITCHEN AREA. NEW CEILING FANS AND LIGHTS! VERY SPACIOUS HOME! LOCATED IN THE REAR OF THE PARKI FOR LESS TRAFFIC.  STROLL TO THE WALKING TRAIL TO WATCH BEAUTIFUL SUNSETS!  LOCATED CLOSE TO THE VA HOSPITAL, SHOPPING, SEAL BEACH, NAPLES AND LONG BEACH STATE UNIVERSITY.  CLUBHOUSE, FITNESS CENTER, INGROUND POOL AND SPA!  PUBLIC TRANSPORTATION RIGHT OUTSIDE THE 24-HOUR STAFFED SECURITY GATE. BEAUTIFUL SENIOR 55 AND OLDER COMMUNITY.",https://photos.zillowstatic.com/fp/b7a04c892d7d7201c812a197b9dd33fa-cc_ft_960.jpg https://photos.zillowstatic.com/fp/cc8dd4a6ba7bfb4dc8ef234b7b1de5f9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/819b6fe739d923857a51a3ef1cb53e8b-cc_ft_576.jpg https://photos.zillowstatic.com/fp/4bd68a7a52b6ebba67a828b080f12465-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1311c401907a5bf1bbcebe53095673ec-cc_ft_576.jpg,0.199
2066373694,2,2.0,940.0,E Sea Breeze Dr,Long Beach,CA,"Welcome home to one of Long Beach's highly sought after senior communities. This active 55 and older park is located within minutes to Belmont Shore, Seal Beach, Naples and Downtown Long Beach.This 2 bedroom home has so much to offer. The large master bedroom has a wall length mirrored closet and the hall bath contains a spacious walk-in shower with glass shower doors, single vanity with granite countertop.  The open living area is adjacent to the kitchen and dining area which makes this space great for entertaining. Remodeled kitchen with plenty of counter and storage space, gas 5 burner range, stainless steel double sink. The hidden gem is the half bath and laundry located in the bonus area. The back yard is private and has access through the home as well as the side walkway.  . Just outside the main entrance you will find public transportation, as well as find yourself in walking distance to Bixby Village Golf Course, shopping, and restaurants. Park amenities include year round heated pool, spa, fitness center, clubhouse and lending library. Accessed by a 24 hour attendant gate. Park is adjacent to the Cerritos Bahia Marina, Marina Pacifica Shopping Center, 2nd & PCH Center. Easy freeway access (405,605,22), minutes to Trader Joe's, Gelson's, Ralph's, Whole Foods and Target. Monthly space rent of $1,650.00 plus $53.59 gate fee, $29.79 trash fee and individually metered gas, electric and water. Buyer's must obtain park approval to purchase.",https://photos.zillowstatic.com/fp/a99b7947026394e2a4fc96df32545ecb-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c539e8345255ac845b360b53019cc751-cc_ft_576.jpg https://photos.zillowstatic.com/fp/76c909fbb27a518fdd69ee58430fe375-cc_ft_576.jpg https://photos.zillowstatic.com/fp/841915f6c4df8d3f12af71889902ac74-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8da6800ce6107ffce41d0707ad8ed294-cc_ft_576.jpg,0.14
2070132657,1,1.0,873.0,Marina Pacifica Dr S,Long Beach,CA,"This one bedroom, one bath condo boasts a prime location next to the water, offering stunning views and easy access to marina activities. The condo is fully upgraded and has undergone extensive renovations, including new plumbing and electrical, making it highly modern and efficient. The interior is beautifully presented, featuring modern finishes, fixtures and amenities that offer both style and comfort. As you walk through the condo, you'll be greeted by an open and inviting living area and a spacious bedroom complete with ample closet space. The bathroom is elegantly designed, featuring high-end finishes and fixtures that compliment the modern and sophisticated aesthetic of the condo. Overall this property is an excellent choice for anyone seeking luxurious and modern urban living. Whether you're a professional couple or a solo dweller, this property offers all amenities and conveniences you need to live comfortably and stylishly.Marina Pacifica is a guard gated community with 6 pools,6 spas, lagoons, Fitness center and a club house, walking distance to shopping and dining, biking distance to the beach. Don't hesitate to schedule a viewing today!",https://photos.zillowstatic.com/fp/fc5e614ac2b700dcc9c7afaf93779ddc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/fc5e614ac2b700dcc9c7afaf93779ddc-cc_ft_960.jpg https://www.zillowstatic.com/vrmodels/8c5ae004-5166-4d8e-afd5-1d32de0b4a9f/pano/fad3320389/1354776/355ae479f4/fad3320389/1354776/poster.jpg https://www.zillowstatic.com/s3/hdp/home-details/images/video-tile-placeholder.jpg,0.73
2085813106,2,2.0,1100.0,E Emerald Cove Dr,Long Beach,CA,"Rare opportunity, move in ready with lots of parking plus an enclosed private backyard with large porch, pergola, deck, tiki bar, fountain and lighting. All within the gated, waterfront 55+ community of Belmont Shores Mobile Estates. Freshly painted exterior and interior, new wood fencing, remodeled kitchen with stainless steel appliances, white cabinetry, granite counter tops(kitchen & bathrooms), laminate flooring throughout. Open floor plan, 2BR, 2BA, separate dining room with built in hutch, inside laundry room off kitchen. Enclosed porch off front door entry creating additional living space, great for office, craft room or storage space. Both bedrooms have direct access to backyard and covered rear deck. Covered Carport parking plus additional side by side parking located on opposite side of home. Park amenities include year-round heated pool, spa, fitness center, billiard room, clubhouse and library. Accessed by a 24 hour attendant gate. Park is adjacent to the Cerritos Bahia Marina, across the road from Bixby Village Golf Course, Marina Pacifica Shopping Center and 2nd & PCH Center.  Easy freeway access (405,605,22), minutes from Trader Joe's, Ralph's, Whole Foods, Gelson's, Target, restaurants and movies. Monthly space rent of $1650.00 plus $53.59 gate fee, $29.79 trash service fee and individually metered gas, electric and water. Buyers must obtain park approval to purchase.",https://photos.zillowstatic.com/fp/d31f2107818cbccb20f40b51f1c526cf-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a3c9ba2059ad68a78a001680187214a9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/39198d646cbf897a3438d6da8d76b4ee-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b5154f6fc971e6e072b8ef066c5bd923-cc_ft_576.jpg https://photos.zillowstatic.com/fp/65848e4f7c0dddf58e9996d9299a2ec4-cc_ft_576.jpg,0.225
2112523976,1,1.0,7002.0,11th St,Sacramento,CA,"Capital View Luxury Apartments is a vintage style community located in Downtown Sacramento.  This 8-unit complex is tucked away in the Alkali Flats neighborhood just under 1 mile from Golden 1 Center. The subject property was built 1910 but has been extensively updated over the years with dishwashers, central heat and air and fireplaces. This is truly a one of a kind property. Unit mix consists of 1, 2 and 3 bedroom units. Please reach out for a full package.",https://photos.zillowstatic.com/fp/2e481ae3aff2130c87ec9e7574b186e1-cc_ft_960.jpg https://photos.zillowstatic.com/fp/6588d86c42af96b289c0ea75cbd8a152-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e5c321ecbb9f2ff32625f768af68e6c4-cc_ft_576.jpg https://photos.zillowstatic.com/fp/f059326db0a242d5a7b227b84031713f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b87b229415cd2da9491d60a4068304ce-cc_ft_576.jpg,2.399
21137046,4,2.0,1876.0,Nipomo Ave,Long Beach,CA,"COMING SOON!! June 3rd, this will be our first showing. This traditional style home has been completely remodeled. This 4 bedroom, 2 bath home, sits on a corner lot! This gorgeous home has been completely renovated, with attention to every detail. The home is equipped with new AC, floors, windows, and fully remodeled kitchen and baths. The home features an open concept throughout with a modern touch. Enjoy entertaining from your 9 foot island, with a line of sight to your dining and family room. The home has been newly painted inside and out, with a drought tolerant backyard for low maintenance. Recessed lights throughout the home, Nest thermostat to link to your Bluetooth. The garage has been equipped with a new automatic garage door, and fully drywalled and painted. This home is turn key and ready for a new owner!",https://photos.zillowstatic.com/fp/f465b59a57f5b417379604eea6605e15-cc_ft_960.jpg https://photos.zillowstatic.com/fp/589d0daa2036b8ecb5d1fa22ff0bc1da-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3bf8957d16b5d8d5ad2c2522e7d9cae7-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0c238319cbf6039a3ef67964d753dc88-cc_ft_576.jpg https://photos.zillowstatic.com/fp/a1e3266a9fe5afc5851e77e276804c00-cc_ft_576.jpg,1.295
21137785,4,2.0,1701.0,N Pioneer Blvd,Long Beach,CA,"Welcome to 3660 N Pioneer,  a spacious 4 bedroom 2 bath ranch style home in the coveted El Dorado Park Estates.  Look no further, here is your forever home to make your own.  Walk in and be immediately greeted in the large living room by the sliders opening up unto the expansive backyard.  Primary bedroom also has sliders opening up onto the backyard.  This open lay-out is perfect for family living and there is enough space for everyone!  House has just been freshly painted and is ready for you to move right in!  Primo location in a pride of ownership neighborhood,  close to El Dorado Park and Golf Course, shopping, dining, entertainment, the 605/405 and 91 freeways.  Also close to the highly desirable Newcomb K-8 Academy.  Don't wait, this one won't last long!",https://photos.zillowstatic.com/fp/1b6e77162892e79093d3d84e952ef881-cc_ft_960.jpg https://photos.zillowstatic.com/fp/69ee52c05ef887574a417c117a4feabe-cc_ft_576.jpg https://photos.zillowstatic.com/fp/27da88aa6867589025bc77e16bc0dafa-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e530651c4a480f0f9ef1f6f0378b5811-cc_ft_576.jpg https://photos.zillowstatic.com/fp/623ae6d3a4ee5edd7a54e01d5a0dd5e1-cc_ft_576.jpg,0.875
21139676,5,3.0,2464.0,Julian Ave,Long Beach,CA,"Back on market.  You don’t want to miss this 5 bedroom, 3 bath, 3 car garage home in the heart of El Dorado Park Estates!  Walking distance to Newcombe Academy, this 2 story home has been beautifully maintained and updated.  The kitchen has been expanded with newer cabinets, quartz countertops and an induction cooktop.  It also includes double ovens, refrigerator and added cabinet storage with an area for a kitchen table.  The formal dining room is adjacent to the kitchen and overlooks the backyard.  Beautiful engineered hardwood floors are throughout the majority of the home.  The living area has a fireplace and sliding doors leading to the covered patio in the backyard.  One bedroom and one bathroom are located downstairs.  There are 4 bedrooms upstairs, two of which are carpeted.  One bedroom is currently being used as an office.  All bathrooms have been remodeled.  The lovely backyard has a custom patio cover with ceiling fans and recessed lighting.  The laundry is located in the garage with direct access from the house.  Washer and dryer are included.  Three car garage is a huge bonus!  This is a must see.",https://photos.zillowstatic.com/fp/e4d821141492d06b96dffef07b9854f0-cc_ft_960.jpg https://photos.zillowstatic.com/fp/27c960d06f6939c62cc8727f27da9580-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b0b3ae21a5696b38cfb12f6cd02ef62c-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6bed1edf2dbfee7aacbf2f0beac10c62-cc_ft_576.jpg https://photos.zillowstatic.com/fp/69d67790af2e54e9c5b105baf24a15ae-cc_ft_576.jpg,1.395
21140680,3,2.0,1250.0,Kallin Ave,Long Beach,CA,"An Architectural marvel designed by Cliff May located in the famed Rancho Estates. This Midcentury modern has been meticulously remodeled to honor the period for which these homes were built. Featuring a custom birchwood kitchen, large island, designer appliances, perfect for any chief to entertain.  The dining area is equipped with a floating bench that blends in with the open layout of the home and is ideal for enjoying a cup of coffee. The living area has natural light that imbues through the many windows and overlooks the gorgeous backyard. Each bathroom has been designed with tile that exudes a feeling of traveling back in time. The courtyard is spacious, essential for hosting summer get togethers and events. The garage has finished floors and drywall to be a ""flex"" space for an office or an additional living room. Plenty of greenery surround the luscious backyard that flows nicely with the open space of this home.",https://photos.zillowstatic.com/fp/466112838e6da9070c086c6b8eff0275-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7700cf9261f6069884b1a64fdbac7469-cc_ft_576.jpg https://photos.zillowstatic.com/fp/a60ece24eab19a7fce8f48c5830df8e2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/4ad4f728a1ad82c59dfb68ac36041291-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0e1c5fabb9c6543d7896151e02f496a4-cc_ft_576.jpg,1.35
